Razão Social,CNPJ,Situação da Última Solicitação,Linhas de Fornecimento,Tipo,Documento,Status,Data de Vencimento,Situação Análise Documento
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-07-14T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-05-13T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CIPA - composição / reuniões / atas/ treinamento,A vencer,2027-02-04T00:00:00Z,REPROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CND Federal,A vencer,2026-06-13T00:00:00Z,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-04-20T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-02-13T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2027-02-28T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Cartão CNPJ,A vencer,2026-09-18T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,DCTFWEB,Vencido,2026-04-20T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-04-20T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-04-20T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,IBAMA - Certidão Negativa de Débitos,Vencido,2026-05-16T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,IBAMA - Certidão Negativa de Embargos,Vencido,2026-05-14T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,IBAMA - Consulta de Regularidade,A vencer,2026-07-13T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,KIT RESCISÃO,A vencer,,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Laudo de Periculosidade,A vencer,2027-02-04T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Laudo de insalubridade,A vencer,2027-02-04T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,PCMSO,A vencer,2027-02-04T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,PGR,A vencer,2027-02-04T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,SESMT - composição de acordo com NR 04,A vencer,2027-02-04T00:00:00Z,REPROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Seguro de Responsabilidade Civil,A vencer,2027-01-10T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,Seguro garantia,A vencer,2027-12-31T00:00:00Z,APROVADO
BROOKS AMBIENTAL LTDA,03938048000133,EM_ELABORACAO,"PRESTAÇÃO DE SERVIÇOS DE COLETA, TRANSPORTE E DESCARTE DE RESIDUOS",SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,Vencido,2026-05-13T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Avaliação ergonômica,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-09-01T00:00:00Z,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-09-01T00:00:00Z,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-11-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-10-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,A vencer,2026-11-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,A vencer,2026-06-22T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CIPA - composição / reuniões / atas/ treinamento,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CND Federal,A vencer,2026-11-30T00:00:00Z,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2026-06-04T00:00:00Z,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2026-12-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,Vencido,2026-04-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Cartão CNPJ,A vencer,2028-01-01T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-11-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2027-06-03T00:00:00Z,NÃO ANALISADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,DCTFWEB,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-06-05T00:00:00Z,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2026-06-05T00:00:00Z,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,N/A,,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,KIT RESCISÃO,N/A,,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Laudo de Periculosidade,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Laudo de insalubridade,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,PCMSO,A vencer,2026-12-30T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,PGR,A vencer,2026-12-31T00:00:00Z,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,APROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,SESMT - composição de acordo com NR 04,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Seguro de Responsabilidade Civil,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,Seguro garantia,N/A,,REPROVADO
CALHAS REIS LTDA,76324110000170,APROVADO,PRESTAÇÃO DE SERVIÇOS DE ESTRUTURAS METÁLICAS,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,2026-11-20T00:00:00Z,APROVADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Avaliação ergonômica,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,Vencido,2026-03-23T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,Vencido,2026-04-05T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-07-29T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Vencido,2026-03-04T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-05-02T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CND Federal,Vencido,2026-04-05T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,COMPROVANTE BANCÁRIO DE PAGAMENTO DOS SALÁRIOS,Vencido,2025-02-06T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CONSULTA ATUALIZADA DE OPTANTE DO SIMPLES NACIONAL,A vencer,2027-01-30T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,CONVENÇÃO COLETIVA DA CATEGORIA,A vencer,2027-01-29T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Cartão CNPJ,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Certidão Negativa de Débitos Trabalhistas,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Comprovante de Inscrição Sintegra,A vencer,2026-12-23T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,DCTFWEB,Vencido,2026-04-25T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,DECLARAÇÃO DE EXISTÊNCIA DE SUBCONTRATAÇÃO,N/A,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,FOPAG - (FOLHA DE PAGAMENTO + RESUMO),Vencido,2026-05-15T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,GFD - GUIA DO FGTS DIGITAL MENSAL,Vencido,2025-12-13T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,GRRF - GUIA DE RECOLHIMENTO RESCISÓRIO DO FGTS,Vencido,2025-12-24T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,KIT RESCISÃO,Vencido,2026-01-02T00:00:00Z,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Laudo de Periculosidade,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Laudo de insalubridade,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,PCMSO,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,PGR,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,RECIBO DE FÉRIAS + COMPROVANTE DE PAGAMENTO,N/A,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,SESMT - composição de acordo com NR 04,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Seguro de Responsabilidade Civil,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,Seguro garantia,Não anexado,,NÃO ANALISADO
CENTRO SANEAMENTO E SERVICOS AVANCADOS LTDA,61603387000165,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE APOIO OPERACIONAL PARA MOVIMENTAÇÃO DE EQUIPAMENTOS,SERVICO,TJSP - CERTIDÃO DE DISTRIBUIÇÃO CÍVEL EM GERAL,A vencer,,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,Avaliação ergonômica,A vencer,2026-12-31T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIDÃO CRIMINAL - TRF3 - Abrangência Regional,A vencer,2026-07-23T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIDÃO CÍVEL - TRF3 - Abrangência Regional,A vencer,2026-07-23T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIDÃO NEGATIVA DE DÉBITOS DOS TRIBUTOS FEDERAIS,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIDÃO NEGATIVA RECEITA ESTADUAL,A vencer,2026-06-24T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIDÃO NEGATIVA RECEITA MUNICIPAL,Vencido,2026-05-26T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CERTIFICADO DE REGULARIDADE FGTS,Vencido,2026-05-02T00:00:00Z,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CIPA - composição / reuniões / atas/ treinamento,Não anexado,,NÃO ANALISADO
CONTROLLER BMS COMERCIO E SERVICOS PARA AUTOMACAO LTDA,07230898000133,EM_ELABORACAO,PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DAS CÂMERAS DE VIGILÂNCIA,SERVICO,CND Federal,A vencer,2026-06-21T00:00:00Z,NÃO ANALISADO
